"name","SemanticID","url","category"
"B. Nikolin","4936119","https://www.semanticscholar.org/author/4936119","Medicine"
"K. Miladinović","3503766","https://www.semanticscholar.org/author/3503766","Medicine"
"H. Maksić","5430472","https://www.semanticscholar.org/author/5430472","Medicine"
"F. Konjhodžić","4791174","https://www.semanticscholar.org/author/4791174","Medicine"
"I. Gavrankapetanović","7918933","https://www.semanticscholar.org/author/7918933","Medicine"
"S. Miljanovic","103063471","https://www.semanticscholar.org/author/103063471","Engineering"
"N. Rustempašić","98094443","https://www.semanticscholar.org/author/98094443","Engineering"
"Damir Zaklan","123662827","https://www.semanticscholar.org/author/123662827","Economics"
"S. Vukašinović","98553940","https://www.semanticscholar.org/author/98553940","Agricultural and Food Sciences"
"Ramiz Vugdalić","102173233","https://www.semanticscholar.org/author/102173233","Mathematics"
"Esad Vrce","97882456","https://www.semanticscholar.org/author/97882456","Engineering"
"Samir Vojić","30846330","https://www.semanticscholar.org/author/30846330","Engineering"
"H. Vilić","87417481","https://www.semanticscholar.org/author/87417481","Agricultural and Food Sciences"
"H. Vila","11968853","https://www.semanticscholar.org/author/11968853","Medicine"
"Nedeljko Vidović","107789725","https://www.semanticscholar.org/author/107789725","Geography"
"Fikret Veljović","6651852","https://www.semanticscholar.org/author/6651852","Medicine"
"Safet Velić","119309665","https://www.semanticscholar.org/author/119309665","Education"
"L. Karić","88017688","https://www.semanticscholar.org/author/88017688","Agricultural and Food Sciences"
"Sanela Halilović","4823002","https://www.semanticscholar.org/author/4823002","Mathematics"
"F. Vajzović","101645156","https://www.semanticscholar.org/author/101645156","Mathematics"
"Dževad Krdžalić","98172254","https://www.semanticscholar.org/author/98172254","Engineering"
"Džanina Omićević","98290751","https://www.semanticscholar.org/author/98290751","Engineering"
"M. Mulić","82102849","https://www.semanticscholar.org/author/82102849","Engineering"
"Safet Isić","74173540","https://www.semanticscholar.org/author/74173540","Engineering"
"L. Banjanović-Mehmedović","1403684062","https://www.semanticscholar.org/author/1403684062","Computer Science"
"Samir Lemes","2388441","https://www.semanticscholar.org/author/2388441","Engineering"
"E. Mujić","80098183","https://www.semanticscholar.org/author/80098183","Agricultural and Food Sciences"
"N. Pračić","90157247","https://www.semanticscholar.org/author/90157247","Agricultural and Food Sciences"
"N. Begić","6656219","https://www.semanticscholar.org/author/6656219","Medicine"
"Reuf Karabeg","2251096","https://www.semanticscholar.org/author/2251096","Medicine"
"D. Šečić","12901348","https://www.semanticscholar.org/author/12901348","Medicine"
"I. Masic","1793326","https://www.semanticscholar.org/author/1793326","Medicine"
"O. Mahmutović","87786660","https://www.semanticscholar.org/author/87786660","Environmental Science"
"N. Prazina","84409908","https://www.semanticscholar.org/author/84409908","Medicine"
"R. Velić","4524031","https://www.semanticscholar.org/author/4524031","Medicine"
"M. Veledar","2968078","https://www.semanticscholar.org/author/2968078","Engineering"
"Edin Veladžić","2138855905","https://www.semanticscholar.org/author/2138855905","History"
"Z. Vejzovic","73396194","https://www.semanticscholar.org/author/73396194","Computer Science"
"Jaroslav Vego","134229178","https://www.semanticscholar.org/author/134229178","Environmental Science"
"Douglas M. Van Wieren","3164795","https://www.semanticscholar.org/author/3164795","Mathematics"
"E. Užičanin","152589235","https://www.semanticscholar.org/author/152589235","Medicine"
"A. Uzunović","5734448","https://www.semanticscholar.org/author/5734448","Medicine"
"B. Umihanić","114035703","https://www.semanticscholar.org/author/114035703","Business"
"B. Dukić","74128335","https://www.semanticscholar.org/author/74128335","Medicine"
"S. Hamzić","3814053","https://www.semanticscholar.org/author/3814053","Medicine"
"E. Beslagić","6623272","https://www.semanticscholar.org/author/6623272","Medicine"
"Denis Music","50027018","https://www.semanticscholar.org/author/50027018","Computer Science"
"Azra Bajramovic","122297071","https://www.semanticscholar.org/author/122297071","Economics"
"Emina Junuz","31969003","https://www.semanticscholar.org/author/31969003","Computer Science"
"M. Garić-Demirović","1404055552","https://www.semanticscholar.org/author/1404055552","Mathematics"
"S. Kalabušić","102055846","https://www.semanticscholar.org/author/102055846","Mathematics"
"D. Džibrić","116120497","https://www.semanticscholar.org/author/116120497","Education"
"Edin Mujanović","80872171","https://www.semanticscholar.org/author/80872171","Medicine"
"Sanjin Hodžić","115284959","https://www.semanticscholar.org/author/115284959","Education"
"E. Čolakhodžić","117561456","https://www.semanticscholar.org/author/117561456","Psychology"
"A. Kapidžić","34986365","https://www.semanticscholar.org/author/34986365","Education"
"Muhamed Tabaković","84658681","https://www.semanticscholar.org/author/84658681","Education"
"H. Pojskić","4591172","https://www.semanticscholar.org/author/4591172","Medicine"
"Vlatko Šeparović","35173924","https://www.semanticscholar.org/author/35173924","Education"
"S. Mačković","5330847","https://www.semanticscholar.org/author/5330847","Education"
"M. Dacić","119967627","https://www.semanticscholar.org/author/119967627","Medicine"
"K. Duric","13114233","https://www.semanticscholar.org/author/13114233","Medicine"
"L. Klepo","10721027","https://www.semanticscholar.org/author/10721027","Chemistry"
"J. Toromanović","12197746","https://www.semanticscholar.org/author/12197746","Environmental Science"
"A. Ajanović","41159176","https://www.semanticscholar.org/author/41159176","Medicine"
"S. Zero","89854731","https://www.semanticscholar.org/author/89854731","Environmental Science"
"I. Tahirović","4533950","https://www.semanticscholar.org/author/4533950","Medicine"
"Z. Ademovic","14429699","https://www.semanticscholar.org/author/14429699","Medicine"
"M. Salihović","6648969","https://www.semanticscholar.org/author/6648969","Chemistry"
"M. Huremović","93014942","https://www.semanticscholar.org/author/93014942","Chemistry"
"E. Sofić","5075883","https://www.semanticscholar.org/author/5075883","Medicine"
"O. Rahić","15209950","https://www.semanticscholar.org/author/15209950","Medicine"
"A. Mehmedagić","13719793","https://www.semanticscholar.org/author/13719793","Medicine"
"S. Huseinović","82416906","https://www.semanticscholar.org/author/82416906","Environmental Science"
"S. Fazlović","118662846","https://www.semanticscholar.org/author/118662846","Business"
"S. Isaković","116979650","https://www.semanticscholar.org/author/116979650","Psychology"
"Z. Udovicic","2866484","https://www.semanticscholar.org/author/2866484","Mathematics"
"E. Turkušić","14652489","https://www.semanticscholar.org/author/14652489","Chemistry"
"Senad Turković","103475213","https://www.semanticscholar.org/author/103475213","Education"
"E. Turajlić","2669395","https://www.semanticscholar.org/author/2669395","Computer Science"
"Vladimir Trninić","2088110633","https://www.semanticscholar.org/author/2088110633","Engineering"
"Adil Trgo","2161828580","https://www.semanticscholar.org/author/2161828580","Business"
"A. Topcic","2338890","https://www.semanticscholar.org/author/2338890","Engineering"
"R. Terzić","122419875","https://www.semanticscholar.org/author/122419875","Medicine"
"Edin Terzic","2832297","https://www.semanticscholar.org/author/2832297","Engineering"
"Admir Hadžikadunić","100674309","https://www.semanticscholar.org/author/100674309","Education"
"Safet Kapo","40896261","https://www.semanticscholar.org/author/40896261","Medicine"
"Vahida Kozić","2102570672","https://www.semanticscholar.org/author/2102570672","Medicine"
"Muriz Hadžikadunić","67000463","https://www.semanticscholar.org/author/67000463","Education"
"E. Sokic","2049548","https://www.semanticscholar.org/author/2049548","Computer Science"
"Z. Rimpapa","13484496","https://www.semanticscholar.org/author/13484496","Medicine"
"A. Fajić","71943028","https://www.semanticscholar.org/author/71943028","Engineering"
"A. Avdić","49362734","https://www.semanticscholar.org/author/49362734","Medicine"
"Suad Širanović","84641466","https://www.semanticscholar.org/author/84641466","Medicine"
"S. Hodžić","11910607","https://www.semanticscholar.org/author/11910607","Medicine"
"Amela Hercegovac","21555496","https://www.semanticscholar.org/author/21555496","Medicine"
"A. Jusic","40996232","https://www.semanticscholar.org/author/40996232","Medicine"
"M. Nurkić","12279401","https://www.semanticscholar.org/author/12279401","Medicine"
"M. Osmić","4936819","https://www.semanticscholar.org/author/4936819","Medicine"
"Sinanudin Tatarević","2161191437","https://www.semanticscholar.org/author/2161191437",NULL
"N. Tanović","15475637","https://www.semanticscholar.org/author/15475637","Physics"
"I. Tanović","81184676","https://www.semanticscholar.org/author/81184676","Psychology"
"H. Tanović","4439371","https://www.semanticscholar.org/author/4439371","Medicine"
"A. Tanovic","39739568","https://www.semanticscholar.org/author/39739568","Computer Science"
"H. Tahirovič","4666610","https://www.semanticscholar.org/author/4666610","Medicine"
"A. Tahirović","34813242","https://www.semanticscholar.org/author/34813242","Chemistry"
"J. Aliman","90378660","https://www.semanticscholar.org/author/90378660","Agricultural and Food Sciences"
"A. Džubur","32456724","https://www.semanticscholar.org/author/32456724","Agricultural and Food Sciences"
"S. Hadžiabulić","11392133","https://www.semanticscholar.org/author/11392133","Agricultural and Food Sciences"
"Vesna Bratovčić","27991372","https://www.semanticscholar.org/author/27991372","Psychology"
"F. Gavrankapetanović","4366709","https://www.semanticscholar.org/author/4366709","Medicine"
"M. Gribajčević","13602456","https://www.semanticscholar.org/author/13602456","Medicine"
"S. Mrdović","2733591","https://www.semanticscholar.org/author/2733591","Computer Science"
"S. Omanovic","48341137","https://www.semanticscholar.org/author/48341137","Computer Science"
"A. Dervišević","6134883","https://www.semanticscholar.org/author/6134883","Medicine"
"J. Karamehić","6785716","https://www.semanticscholar.org/author/6785716","Medicine"
"Z. Kundurović","6330605","https://www.semanticscholar.org/author/6330605","Medicine"
"Ž. Rončević","4404551","https://www.semanticscholar.org/author/4404551","Medicine"
"N. Hadžigrahić","4428312","https://www.semanticscholar.org/author/4428312","Medicine"
"A. Sutović","5220789","https://www.semanticscholar.org/author/5220789","Medicine"
"S. Herenda","6330104","https://www.semanticscholar.org/author/6330104","Medicine"
"V. Ferković","3855259","https://www.semanticscholar.org/author/3855259","Medicine"
"S. Hasanbegović","8797243","https://www.semanticscholar.org/author/8797243","Medicine"
"E. Omanovic-Miklicanin","1403727934","https://www.semanticscholar.org/author/1403727934","Chemistry"
"Slavenko Likić","87339580","https://www.semanticscholar.org/author/87339580","Medicine"
"S. Aličelebić","49934178","https://www.semanticscholar.org/author/49934178","Medicine"
"S. Mehanić","4724819","https://www.semanticscholar.org/author/4724819","Medicine"
"F. Ovčina","6967836","https://www.semanticscholar.org/author/6967836","Medicine"
"A. Hasanović","34662694","https://www.semanticscholar.org/author/34662694","Medicine"
"H. Supic","1733874","https://www.semanticscholar.org/author/1733874","Computer Science"
"M. Šober","11575062","https://www.semanticscholar.org/author/11575062","Medicine"
"Nijaz Škripić","151445292","https://www.semanticscholar.org/author/151445292",NULL
"M. Skrbic","1709672","https://www.semanticscholar.org/author/1709672","Computer Science"
"R. Šišić","94000992","https://www.semanticscholar.org/author/94000992","Engineering"
"F. Sisić","10322058","https://www.semanticscholar.org/author/10322058","Medicine"
"Emir Šišić","96599935","https://www.semanticscholar.org/author/96599935","Linguistics"
"M. Šikalo","119429485","https://www.semanticscholar.org/author/119429485","Business"
"Ehlimana Krupalija","2174891404","https://www.semanticscholar.org/author/2174891404","Computer Science"
"Sead Delalic","145743917","https://www.semanticscholar.org/author/145743917","Computer Science"
"A. Salihbegovic","3204643","https://www.semanticscholar.org/author/3204643","Computer Science"
"Aida Sadzak","1892685","https://www.semanticscholar.org/author/1892685","Computer Science"
"Aida Čaušević","2807301","https://www.semanticscholar.org/author/2807301","Computer Science"
"Elma Omeragić","15915222","https://www.semanticscholar.org/author/15915222","Medicine"
"B. Imamović","14877126","https://www.semanticscholar.org/author/14877126","Chemistry"
"M. Lekić","36693933","https://www.semanticscholar.org/author/36693933","Medicine"
"Lejla Žunić","5979051","https://www.semanticscholar.org/author/5979051","Geography"
"E. Kadusic","1699026","https://www.semanticscholar.org/author/1699026","Computer Science"
"Edisa Nukić","92274132","https://www.semanticscholar.org/author/92274132","Engineering"
"O. Durić","48326739","https://www.semanticscholar.org/author/48326739","Medicine"
"J. Krnić","145045855","https://www.semanticscholar.org/author/145045855","Agricultural and Food Sciences"
"Suada Cipurković","2187532388","https://www.semanticscholar.org/author/2187532388","Medicine"
"Naser Šečerović","2044825235","https://www.semanticscholar.org/author/2044825235","Sociology"
"A. Šarić","34574114","https://www.semanticscholar.org/author/34574114","Engineering"
"Isad Šarić","51960311","https://www.semanticscholar.org/author/51960311","Engineering"
"Hariz Šarić","117317384","https://www.semanticscholar.org/author/117317384","Sociology"
"Emir Šarić","1692373","https://www.semanticscholar.org/author/1692373","Engineering"
"Šućrija Šaković","2150835639","https://www.semanticscholar.org/author/2150835639",NULL
"S. Sulejmanovic","1395665438","https://www.semanticscholar.org/author/1395665438","Physics"
"J. Mušanović","5364998","https://www.semanticscholar.org/author/5364998","Medicine"
"E. Pepić","5646889","https://www.semanticscholar.org/author/5646889","Medicine"
"Š. Sokolović","49239230","https://www.semanticscholar.org/author/49239230","Medicine"
"Sanela Klarić","97566154","https://www.semanticscholar.org/author/97566154","Environmental Science"
"Z. Jatic","4691993","https://www.semanticscholar.org/author/4691993","Medicine"
"Muhamed Dželilović","118986287","https://www.semanticscholar.org/author/118986287","Political Science"
"Suada Sulejmanović","2141079696","https://www.semanticscholar.org/author/2141079696","Environmental Science"
"Suada Džebo","80057052","https://www.semanticscholar.org/author/80057052","Engineering"
"Adis J. Muminovic","69000119","https://www.semanticscholar.org/author/69000119","Engineering"
"S. Rahimić","101660281","https://www.semanticscholar.org/author/101660281","Engineering"
"Muhamed Mehmedović","73617284","https://www.semanticscholar.org/author/73617284","Engineering"
"E. Avdibegović","5441469","https://www.semanticscholar.org/author/5441469","Psychology"
"M. Hasanovic","3930256","https://www.semanticscholar.org/author/3930256","Medicine"
"I. Pajević","4972160","https://www.semanticscholar.org/author/4972160","Medicine"
"H. Sulejmanagić","12913189","https://www.semanticscholar.org/author/12913189","Medicine"
"J. Stahov","94764840","https://www.semanticscholar.org/author/94764840","Physics"
"Zdenko Spajić","117089494","https://www.semanticscholar.org/author/117089494","Political Science"
"Taib Spahić","2046024285","https://www.semanticscholar.org/author/2046024285","Art"
"Midhat Spahić","122974042","https://www.semanticscholar.org/author/122974042","History"
"D. Spahić","2082274436","https://www.semanticscholar.org/author/2082274436","Computer Science"
"E. Solaković","4850972","https://www.semanticscholar.org/author/4850972","Medicine"
"Naida Hadziabdic","16304321","https://www.semanticscholar.org/author/16304321","Medicine"
"A. Kurtovic-Kozaric","1390139848","https://www.semanticscholar.org/author/1390139848","Medicine"
"M. Hadžimehmedović","9760865","https://www.semanticscholar.org/author/9760865","Physics"
"R. Omerovic","25840171","https://www.semanticscholar.org/author/25840171","Physics"
"H. Osmanovic","9775442","https://www.semanticscholar.org/author/9775442","Physics"
"Z. Karasalihović","8210345","https://www.semanticscholar.org/author/8210345","Medicine"
"J. Kačmarčik","153762673","https://www.semanticscholar.org/author/153762673","Engineering"
"Nedim Čović","8258674","https://www.semanticscholar.org/author/8258674","Medicine"
"N. Bešlić","4948435","https://www.semanticscholar.org/author/4948435","Medicine"
"N. Salkić","6930916","https://www.semanticscholar.org/author/6930916","Medicine"
"I. Aganović-Mušinović","1401133375","https://www.semanticscholar.org/author/1401133375","Medicine"
"Amer Smajkic","46271720","https://www.semanticscholar.org/author/46271720","Engineering"
"S. Konjicija","1727675","https://www.semanticscholar.org/author/1727675","Computer Science"
"M. Muratovic","30571677","https://www.semanticscholar.org/author/30571677","Engineering"
"V. Džemidžić","3753797","https://www.semanticscholar.org/author/3753797","Medicine"
"E. Nakaš","4261084","https://www.semanticscholar.org/author/4261084","Medicine"
"M. Hebibovic","48076781","https://www.semanticscholar.org/author/48076781","Engineering"
"Senka Krivic","3104272","https://www.semanticscholar.org/author/3104272","Computer Science"
"T. Čatić","3647151","https://www.semanticscholar.org/author/3647151","Medicine"
"R. Jusufović","12388583","https://www.semanticscholar.org/author/12388583","Medicine"
"E. Karalija","4731484","https://www.semanticscholar.org/author/4731484","Environmental Science"
"S. Galijašević","2723493","https://www.semanticscholar.org/author/2723493","Medicine"
"D. Karačić","116009011","https://www.semanticscholar.org/author/116009011","Chemistry"
"A. Alajbegović","2396851","https://www.semanticscholar.org/author/2396851","Medicine"
"N. Smajlović","40893691","https://www.semanticscholar.org/author/40893691","Medicine"
"A. Smajilagić","7005756","https://www.semanticscholar.org/author/7005756","Medicine"
"Sabahudin Smajić","105029675","https://www.semanticscholar.org/author/105029675","Geography"
"N. Sinanović","74382967","https://www.semanticscholar.org/author/74382967","Medicine"
"Mirsad Sijarić","107711932","https://www.semanticscholar.org/author/107711932","History"
"Sead Seljubac","134757957","https://www.semanticscholar.org/author/134757957","Philosophy"
"V. Selak","118090959","https://www.semanticscholar.org/author/118090959","Agricultural and Food Sciences"
"M. Sarajlić","1727301","https://www.semanticscholar.org/author/1727301","Medicine"
"Husnija Kajmovic","80622835","https://www.semanticscholar.org/author/80622835","Psychology"
"Alen Ćirić","98322939","https://www.semanticscholar.org/author/98322939","Medicine"
"Mela Omerović","116604510","https://www.semanticscholar.org/author/116604510","Psychology"
"A. Redžić","5409395","https://www.semanticscholar.org/author/5409395","Medicine"
"F. Fočo","10419173","https://www.semanticscholar.org/author/10419173","Medicine"
"T. Masic","3112916","https://www.semanticscholar.org/author/3112916","Medicine"
"Alma Kadušić","105019182","https://www.semanticscholar.org/author/105019182","Geography"
"Dževad Mešanović","108041613","https://www.semanticscholar.org/author/108041613","Sociology"
"Salih Kulenović","103573004","https://www.semanticscholar.org/author/103573004","Political Science"
"Azra Ajkunic","2189265726","https://www.semanticscholar.org/author/2189265726","Medicine"
"Emin Tahirović","12946287","https://www.semanticscholar.org/author/12946287","Medicine"
"M. Mujić","145680384","https://www.semanticscholar.org/author/145680384","Medicine"
"V. Bešlagić","11512382","https://www.semanticscholar.org/author/11512382","Medicine"
"E. Sokolović","31958448","https://www.semanticscholar.org/author/31958448","Medicine"
"A. Čoralić","32109358","https://www.semanticscholar.org/author/32109358","Medicine"
"B. Čengić","74856506","https://www.semanticscholar.org/author/74856506","Agricultural and Food Sciences"
"Hrvoje Milošević","80693433","https://www.semanticscholar.org/author/80693433","Medicine"
"E. Bećirović","15508133","https://www.semanticscholar.org/author/15508133","Medicine"
"M. Salkić","88903865","https://www.semanticscholar.org/author/88903865","Chemistry"
"A. Salkić","117499608","https://www.semanticscholar.org/author/117499608","Medicine"
"S. Salihović","107910076","https://www.semanticscholar.org/author/107910076","Geology"
"Erdin Salihović","108167613","https://www.semanticscholar.org/author/108167613","Engineering"
"A. Salihbegovic","10137758","https://www.semanticscholar.org/author/10137758","Medicine"
"S. Sadović","39652465","https://www.semanticscholar.org/author/39652465","Engineering"
"Husein Rošić","72472790","https://www.semanticscholar.org/author/72472790","Physics"
"Fehim Rošić","146745589","https://www.semanticscholar.org/author/146745589",NULL
"M. Jašić","66017968","https://www.semanticscholar.org/author/66017968","Agricultural and Food Sciences"
"A. Odobašić","32128027","https://www.semanticscholar.org/author/32128027","Environmental Science"
"T. Pešić","78420217","https://www.semanticscholar.org/author/78420217","Agricultural and Food Sciences"
"N. Ahmetović","13923668","https://www.semanticscholar.org/author/13923668","Environmental Science"
"N. Đonlagić","14705493","https://www.semanticscholar.org/author/14705493","Environmental Science"
"A. Gradascevic","10200500","https://www.semanticscholar.org/author/10200500","Medicine"
"M. Operta","89187068","https://www.semanticscholar.org/author/89187068","Geology"
"Vedad Islambegović","2222337895","https://www.semanticscholar.org/author/2222337895","Education"
"Amira Salihbegović","101547815","https://www.semanticscholar.org/author/101547815","Engineering"
"E. Dervišević","114447070","https://www.semanticscholar.org/author/114447070","Medicine"
"Nina Čamdžić","83161942","https://www.semanticscholar.org/author/83161942","Medicine"
"S. Radović","4675527","https://www.semanticscholar.org/author/4675527","Medicine"
"A. Bosovic","31104832","https://www.semanticscholar.org/author/31104832","Engineering"
"M. Music","48148346","https://www.semanticscholar.org/author/48148346","Engineering"
"L. Akšamija","97167130","https://www.semanticscholar.org/author/97167130","Engineering"
"D. Bijedić","101345089","https://www.semanticscholar.org/author/101345089","Environmental Science"
"Edin Rizvanović","133920606","https://www.semanticscholar.org/author/133920606","Economics"
"Vahid Redžić","151248512","https://www.semanticscholar.org/author/151248512","Engineering"
"Nermin Redžić","2003189932","https://www.semanticscholar.org/author/2003189932","Engineering"
"Damir Ravlić","2082179557","https://www.semanticscholar.org/author/2082179557","Political Science"
"F. Rašidagić","90075929","https://www.semanticscholar.org/author/90075929","Education"
"Ešref Kenan Rašidagić","119045837","https://www.semanticscholar.org/author/119045837","Political Science"
"H. Ramić","101830540","https://www.semanticscholar.org/author/101830540","Engineering"
"Rašid Hadžović","151185116","https://www.semanticscholar.org/author/151185116","Engineering"
"A. Mekić","16009836","https://www.semanticscholar.org/author/16009836","Medicine"
"Džana Rahimić-Bužo","1519008532","https://www.semanticscholar.org/author/1519008532","Philosophy"
"Đani Rahimić","1395440809","https://www.semanticscholar.org/author/1395440809","Engineering"
"Edin Radušić","114010418","https://www.semanticscholar.org/author/114010418","Political Science"
"Ivan Radeljković","146996187","https://www.semanticscholar.org/author/146996187","Art"
"Amir Pušina","113421048","https://www.semanticscholar.org/author/113421048","Education"
"Vlado Prusina","148312983","https://www.semanticscholar.org/author/148312983","Mathematics"
"Mahir Proho","2120314292","https://www.semanticscholar.org/author/2120314292","Business"
"N. Prljaca","1897726","https://www.semanticscholar.org/author/1897726","Engineering"
"A. Peštek","82024147","https://www.semanticscholar.org/author/82024147","Business"
"Lejla Demirović","2120311333","https://www.semanticscholar.org/author/2120311333","Business"
"Ševala Isaković-Kaplan","1429787706","https://www.semanticscholar.org/author/1429787706","Business"
"J. Osmic","2686742","https://www.semanticscholar.org/author/2686742","Engineering"
"A. Nuhanovic","3244112","https://www.semanticscholar.org/author/3244112","Engineering"
"A. Popo","98892390","https://www.semanticscholar.org/author/98892390","Education"
"Mirza Ponjavić","31284210","https://www.semanticscholar.org/author/31284210","Computer Science"
"M. Podžo","81477757","https://www.semanticscholar.org/author/81477757","Agricultural and Food Sciences"
"K. Podžo","79838185","https://www.semanticscholar.org/author/79838185","Biology"
"Edin Pobrić","146646700","https://www.semanticscholar.org/author/146646700","Philosophy"
"Ibrahim Plančić","108156500","https://www.semanticscholar.org/author/108156500","Engineering"
"E. Pjanic","2487730","https://www.semanticscholar.org/author/2487730","Computer Science"
"Alija Pirić","115971620","https://www.semanticscholar.org/author/115971620","Political Science"
"Suzana Jahić","70744313","https://www.semanticscholar.org/author/70744313","Agricultural and Food Sciences"
"M. Saric","9190631","https://www.semanticscholar.org/author/9190631","Engineering"
"Almir Karabegović","1956749","https://www.semanticscholar.org/author/1956749","Computer Science"
"M. Ljuša","100565515","https://www.semanticscholar.org/author/100565515","Environmental Science"
"Jasmin Kevric","2048351","https://www.semanticscholar.org/author/2048351","Computer Science"
"F. Serdarevic","4274370","https://www.semanticscholar.org/author/4274370","Medicine"
"N. Mehinović","10801571","https://www.semanticscholar.org/author/10801571","Medicine"
"H. Pobrić","80904068","https://www.semanticscholar.org/author/80904068","Medicine"
"A. Hrković-Porobija","1403113660","https://www.semanticscholar.org/author/1403113660","Agricultural and Food Sciences"
"N. Mlaćo","29365381","https://www.semanticscholar.org/author/29365381","Biology"
"S. Ekinović","15548657","https://www.semanticscholar.org/author/15548657","Engineering"
"A. Hasanovic","33532086","https://www.semanticscholar.org/author/33532086","Computer Science"
"A. Mujčić","3256664","https://www.semanticscholar.org/author/3256664","Engineering"
"Salko Pezo","1997863033","https://www.semanticscholar.org/author/1997863033","Art"
"Osman Perviz","2180717573","https://www.semanticscholar.org/author/2180717573","Engineering"
"Marinko Perković","119870810","https://www.semanticscholar.org/author/119870810","History"
"Muhidin Pelesić","2146769980","https://www.semanticscholar.org/author/2146769980","History"
"B. Pehlivanović","5166501","https://www.semanticscholar.org/author/5166501","Environmental Science"
"Vedad Pašić","2103971095","https://www.semanticscholar.org/author/2103971095","Mathematics"
"Š. Pašić","66526620","https://www.semanticscholar.org/author/66526620","Medicine"
"Mugdim Pasic","50349483","https://www.semanticscholar.org/author/50349483","Engineering"
"Ibrahim Pašić","83110211","https://www.semanticscholar.org/author/83110211","Political Science"
"S. Avdic","47125704","https://www.semanticscholar.org/author/47125704","Physics"
"Mirza Pasic","96581567","https://www.semanticscholar.org/author/96581567","Engineering"
"Belma Ramic-Brkic","1398619332","https://www.semanticscholar.org/author/1398619332","Computer Science"
"A. Omerspahić","14843769","https://www.semanticscholar.org/author/14843769","Mathematics"
"F. Pašić","5197223","https://www.semanticscholar.org/author/5197223","Medicine"
"Enes Pašić","6606064","https://www.semanticscholar.org/author/6606064","Medicine"
"A. Pasic","144083963","https://www.semanticscholar.org/author/144083963","Engineering"
"Pašalić Said","101999245","https://www.semanticscholar.org/author/101999245","Engineering"
"E. Pasalic","20241092","https://www.semanticscholar.org/author/20241092","Computer Science"
"Veldin Ovčina","2024573593","https://www.semanticscholar.org/author/2024573593","Education"
"Ferid Otajagić","120581837","https://www.semanticscholar.org/author/120581837","Business"
"Azra Jelešković","1405471275","https://www.semanticscholar.org/author/1405471275","Medicine"
"Zerina Hadžić","2757055","https://www.semanticscholar.org/author/2757055","Medicine"
"D. Ljuca","3881206","https://www.semanticscholar.org/author/3881206","Medicine"
"A. Osmanović","1573789232","https://www.semanticscholar.org/author/1573789232","Engineering"
"Esed Omerkić","11682882","https://www.semanticscholar.org/author/11682882","Medicine"
"Adnan Omerhodžić","95119501","https://www.semanticscholar.org/author/95119501","Engineering"
"A. Omerbašić","89726586","https://www.semanticscholar.org/author/89726586","Medicine"
"E. Omeragić","146641729","https://www.semanticscholar.org/author/146641729","Art"
"N. Okičić","102668205","https://www.semanticscholar.org/author/102668205","Mathematics"
"S. Odžak","93761620","https://www.semanticscholar.org/author/93761620","Physics"
"Faruk Lazović","5467298","https://www.semanticscholar.org/author/5467298","Medicine"
"Damir Čelik","4168951","https://www.semanticscholar.org/author/4168951","Medicine"
"A. Šehić","39987264","https://www.semanticscholar.org/author/39987264","Medicine"
"Alma Dizdarevic","40027113","https://www.semanticscholar.org/author/40027113","Psychology"
"M. Aščerić","6842456","https://www.semanticscholar.org/author/6842456","Medicine"
"Ajdin Džananović","2132920705","https://www.semanticscholar.org/author/2132920705","Environmental Science"
"D. Boskovic","40637601","https://www.semanticscholar.org/author/40637601","Computer Science"
"H. Hasic","20654746","https://www.semanticscholar.org/author/20654746","Computer Science"
"Almasa Odžak","28934094","https://www.semanticscholar.org/author/28934094","Mathematics"
"E. Hasović","103187729","https://www.semanticscholar.org/author/103187729","Physics"
"M. Obućina","50882935","https://www.semanticscholar.org/author/50882935","Engineering"
"M. Obad","65977179","https://www.semanticscholar.org/author/65977179","Engineering"
"M. Nurkanović","145965719","https://www.semanticscholar.org/author/145965719","Mathematics"
"N. Nosovic","2564514","https://www.semanticscholar.org/author/2564514","Computer Science"
"Ekrem Nezirević","2083063943","https://www.semanticscholar.org/author/2083063943","Engineering"
"Š. Muzaferović","81671934","https://www.semanticscholar.org/author/81671934","Biology"
"Nedim Mutevelić","2181181567","https://www.semanticscholar.org/author/2181181567","Engineering"
"Ismar Hajro","98500949","https://www.semanticscholar.org/author/98500949","Engineering"
"J. Nurkić","49649705","https://www.semanticscholar.org/author/49649705","Medicine"
"Z. Nurkanović","2110202","https://www.semanticscholar.org/author/2110202","Mathematics"
"Hana Fatkic","1874089","https://www.semanticscholar.org/author/1874089","Mathematics"
"Lejla Kadric","3035047","https://www.semanticscholar.org/author/3035047","Medicine"
"Emir Cogo","34719670","https://www.semanticscholar.org/author/34719670","Computer Science"
"Adnan Hajdarevic","2229309047","https://www.semanticscholar.org/author/2229309047","Physics"
"Senka Ibrišimbegović","108433348","https://www.semanticscholar.org/author/108433348","History"
"O. Mušić","96885336","https://www.semanticscholar.org/author/96885336","Engineering"
"Zijad Mustedanagić","134905785","https://www.semanticscholar.org/author/134905785","Physics"
"Majudin Muratović","2139976563","https://www.semanticscholar.org/author/2139976563","Mathematics"
"S. Muminovic","87926842","https://www.semanticscholar.org/author/87926842","Agricultural and Food Sciences"
"A. Mujkanović","121487769","https://www.semanticscholar.org/author/121487769","Materials Science"
